id;text;result
2079;Kinderbetreuung: Wir bezahlen für 2 Kinder pro Monat(!) rund 5'000 CHF. Wie soll das gehen? Der Kanton muss dringend etwas tun.  Mit einer C-Bewilligung darf man nicht abstimmen. Das kann nicht sein! Ich bin Unternehmer im Kanton, schaffe Arbeitsplätze und darf nicht über politische relevante Abstimmungen mitentscheiden.;[28, 30]
2082;Abfallentsorgung: Im Sommer sollte der Abfall in jedem Quartier mindestens 3-Mal entsorgt werde.  Die Strassen sind leider immer sehr schmutzig. Deutschland können wir als Vorbild nehmen.;[15, 16]
2085;Sehr teure Mieten und Kriminalität;[3, 24]
2086;Das immer mehr Parkplaze fùr Autos weg kommen.  In unsetem Qurtier hatt es ja auch kein Parkhaus..... Das ist auch der grund für einen wegzug.;[7, 24, 33]
2087;Andauernd überall Baustellen und sehr viel Abfall.;[36, 15]
2091;Parkplatzmangel, alles für die Velofahrer!;[5, 7]
2092;Verteuflung des motorisierten Verkehrs -> Auto, zu viele Baustellen, lärmige Trams und viele schlecht ausgelastet;[5, 36, 17]
2093;Armut, Lebenssituation von MigrantInnen;[32, 22]
2094;Klimaerwärmung, Hitzelage;[18]
2095;Baustellen, Regierung;[30, 36]
2096;Abfall auf den Strassen, leere Becher, Zigarettenstummel;[15]
2097;eventuell zu wenig Polizeipräsenz (Polizeiposten);[23]
2098;Baustellen;[36]
2099;Verkehrstaus beim Umfahren des Stadtkerns, Unfreundlichkeit der Verkehrspolizei;[5, 23]
2100;die vielen Baustellen, zu viele Demos;[36, 38]
2101;Zuwanderung, Anspruchshaltung vieler heute, zu hohe Steuern;[20, 33, 1]
2102;Polizei, Verkehr;[5, 23]
2103;⚖️;[1, 30]
2105;Sicherheit, Sauberkeit;[15, 23]
2106;Verkehrsdichte / Stau / haessliche Autobahn die durch die Stadt schneidet und viel Lärm und Abgase produziert.;[5, 17, 18]
2108;Verkehrssituation, Lärmbelastung. Für Leute im Rollstuhl gibt es noch zu viele Barrieren.;[5, 17, 29]
2109;die politische Zusammensetzung;[30]
2110;zu viele Baustellen, hässliche Flaniermeile (Freie Strasse), kein Grün, keine schönen Geschäfte, überbevölkert;[3, 15, 21, 27]
2112;Ich denke, dass mehr in die Schulen investiert werden müsste. Kein Sozialabbau.;[25]
2115;Parkplatzabbau, viele AusländerInnen, Sicherheitsprobleme, Baustellen;[7, 20, 23, 36]
2116;Gewalt, Autolärm;[17, 37]
2117;Littering in der Innenstadt vor allem dem Rhein entlang.;[15, 5]
2118;Littering, zu viele Bettler, zu viele Demos, Baustellen, Velo fahren auf Trottoir, Claraplatz als Drogenumschagplatz, Steinenvorstadt;[15, 48, 38, 36, 5, 23, 24]
2119;grosser Verkehr, Baustellen die oft nicht sein müssen;[5, 36]
2121;Parkanlagen verschmutzt, Müll auf den Strassen. Gehwege werden zugeparkt von E-Bikes, Mofas, Roller, etc.;[15, 5]
2122;Kriminalität;[23]
2125;Bauarbeiten, Individualverkehr, Bevölkerungswachstum in Basel-Stadt;[16, 17, 33]
2126;Gypsies;[20]
2127;zu hohe Steuern, Eingriffe ins Wohneigentum;[1, 3]
2128;ÖV-Einschränkungen bei Demonstrationen, Massierung der Bauten an Strassen und Plätzen;[6, 36]
2129;die vielen Baustellen, hohe Steuern und Gesundheitskosten, in der Stadt an jeder Ecke Bettler;[1, 3, 4, 27, 37, 48]
2130;Sicherheit;[23]
2131;Verkehrschaos in Innenstadt, Sicherheit in vor allem nachts in Quartieren, Überalterung der Bevölkerung;[5, 23, 33]
2132;Velos & E-Bike auf Trottoirs trotz Verbotsschildern;[5]
2133;Baustellen, kreuzungsfreie Fahrradpassagen;[36, 5]
2134;Unmengen von Baustellen, zunehmender Verlust von christlichen Werten;[36, 19]
2136;die Überbevölkerung, Ausländeranteil ist zu hoch!;[20, 33]
2137;Parkplatz-Not;[7]
2138;Service Publique wird immer schlechter, Post nicht mehr befriedigend, für die ältere Bevölkerung wird zu wenig gemacht (keine Sitzmöglichkeit in grössen Geschäften, ÖV zu teuer und Haltestellen ohne Regenschutz, zu hohe Trottoirs);[3, 6, 23]
2140;Velo-Wege die nicht existent sind oder einfach aufhören;[5]
2143;Baustellen im Strassenverkehr;[5, 7, 36]
2145;Sprayereien an Hauswänden, Müll auf den Strassen;[15, 45]
2146;Baustellen, Demos, + Velos;[5, 36, 38]
2147;Politik;[30]
2148;Nur in gewisse Quartiere: Sicherheit, Wohnungsangebot, soziale Einrichtungen (Barriere etc.);[23, 29]
2149;Allgemein Verkehrsituation, Parkplätze;[5, 7]
2150;Sicherheit, zu viele Demonstrationen mit Chaoten;[23]
2151;Wohnungsnot, Verhältnis zur EU, soziale Ungleichheiten;[3, 45, 32]
2153;Baustellen - unnötige, teure Parkings - keine, wenig günstiger Wohnraumj;[7, 8, 15, 23, 36]
2154;Motorenlärm;[17]
2156;Zu hohe Steuern! Die von uns bezahlten Steuern und die von BS angebotene Dienstleistungen sind nicht im Einklang St-Preis>Leistung BS;[1]
2157;Kriminalität;[23]
2158;Bauarbeiten;[36]
2159;Zuwanderung, Bevölkerungsdichte, Steuern des Mittelstands, Kriminalität, Lärmbelastung, gewalttätige Demos, Verwahrlosung des öffentlichen Raums (Sprayereien!);[2, 23, 30, 33, 37, 45, 48]
2160;Baustellen, Bauvorhaben, Sicherheit für Velofahrer;[5, 36]
2171;Mangel an bezahlbarem Wohnraum, Klimaerwärmung, Littering und Sicherheit im öffentlichen Raum;[3, 16, 15, 23]
2172;diverse Baustellen ..... Schmierereien Kleinbasel: Taubenplage, Abfall;[36, 45, 15]
2176;Velorowdies die sich nicht an Verkehrsregeln halten;[5]
2177;Kriminalität, Zentrumsfunktion in Sachen Sozialfälle;[23, 30]
2178;zu hohe Steuern für den Mittelstand, Begrünung der Innenstadt z.B. Freie Strasse oder Messeplatz;[1, 5]
2179;die vielen Baustellen;[36]
2180;Verkehr und Verkehrslärm;[5, 17]
2181;zu viele fremde Menschen, die bettelnden Menschen;[45, 48]
2182;Mietzins zu hoch, Krankenkassen zu teuer, für Mittelstand ungerechte Politik;[3, 4, 32]
2183;restriktive Bauvorschriften, Preise allgemein, amtliche Gebühren z.B. für Steuerbescheinigung;[1, 2]
2184;Baustellen;[36]
2185;Kriminalität, Migration;[22, 23]
2187;die Baustellen;[36]
2188;Kriminalität, Strassenbauarbeiten, aggressive Bewohner, Spitalkrise;[23, 36, 98]
2189;Die Polizei fährt nachts zu wenig durch Quartierstrassen.;[23]
2190;Kriminalität;[23]
2191;Bauarbeiten Behinderung durch Velos E-Trotinetts auf Trottoirs;[5, 36]
2192;neueste links-grüne Umverteilungspolitik, Wohnungsschutz-Gesetzgebung;[3, 30]
2193;Verkehrslärm, Wohnungsangebot, Sicherheit Velofahrer, zu hohe Besteuerung, Einkommen;[5, 3, 17, 1]
2195;Demonstrationen und Abfall;[15, 98]
2196;Immer mehr Staatsangestellte, die immer weniger arbeiten wollen!;[8, 30]
2197;Zuviel Leute, die keine Steuern bezahlen. Diejenigen, die ein wenig haben, bezahlen zu viel.;[1, 32]
2198;Sicherheit und Abfall;[15, 23]
2201;Sauberkeit, zu viele Ausländer, Bettler;[15, 20, 48]
2202;Regierung;[30]
2203;Die schreckliche Hitze im Sommer. Zu viele alte Häuser werden abgerissen. Zu wenig günstige Wohnungen. Zu wenig Parkplätze;[3, 15, 22]
2205;personelle Situation in den Schulen: Lehrermangel und Bildungsqualität;[25]
2206;Viel zu viel Baustellen und alles wird komplizierter. Abends ist es nicht mehr sicher in einigen Quartieren.;[36, 23]
2207;Hohe Steuern, einseitige Förderung Veloverkehr;[1, 5]
2209;Sicherheit von Menschen, die alleine unterwegs sind (Überfälle) Rücksichtslosigkeit im Langsamverkehr (Velos, Trottinetts);[5, 23]
2210;Fehlen günstiger Wohnungen;[3]
2211;Die vielen Baustellen !!! und dadurch Strassensperrungen.;[36]
2212;Individualverkehr und dadurch schlechte Luft und Lärm. Angespannter Wohnungsmarkt (zu wenig billige Wohnungen). Abhängigkeit von Pharmaindustrie.;[5, 16, 23, 24, 26]
2213;viele Ausländer, Autofahrer werden diskriminiert;[20, 5]
2214;Öffentliche Sicherheit, Stadt verslumt, alles wird verdichtet, Plätze ohne Bäume machen keinen Sinn;[15, 23, 24, 27]
2217;Betreuung und Unterstüzung behindert Personen;[29]
2219;Baustellen;[36]
2220;Luftqualität, Lärmqualität, die Rücksichtlosigkeit der Menschen im Strassenverkehr;[16, 17, 5]
2221;Baustellen;[36]
2222;der Verkehr, die vielen Probleme und momentan die übertriebenen Ausgaben für viele unnötige Begehrlichkeiten;[5, 33, 43]
2223;Baustellen und Parkplätze;[7, 36]
2224;Euroairport, keine Vertretung im Bundesrat;[5, 30]
2225;Bauarbeiten;[36]
2226;Bäume und Gebüsch für Vögel verschwinden, Velofahren auf Trottoir und ohne Klingelwarnung;[5, 18]
2228;Parkplätze für Autos;[7]
2230;Zuwanderung, Individualverkehr, Wohnungs- und Hauseinbrüche;[23, 5, 3]
2231;Überfremdung, Ausländeranteil viel zu hoch und zu kriminell;[20, 23, 45]
2232;Bildungswesen der ganz jungen Migranten, Sauberkeit/Littering;[9, 15]
2233;Haben wir wirklich grosse Probleme?;[33, 34, 36, 38, 45, 97]
2234;Littering, schlechte Luftqualität durch die vielen Autos und Flugzeuge, Lärmemissionen von Verkehr und Flugzeugen;[15, 16, 17]
2235;Wohnsituation, Strassenkriminalität;[3, 23]
2236;Baustellen;[36]
2237;Ausländer mit Problemen der Finanzierung, Sicherheit und Anpassungsfähigkeit;[20, 24, 46]
2238;Ungleichheit;[32]
2239;Fluglärm im Neubad Quartier;[17]
2240;Bettler, zu viel Abfall auf den Strassen und am Rheinbord;[15, 48]
2242;Parkproblem;[7]
2244;Chaotentum aber nicht bewilligte Demos, Abfall/Littering - Integration von Menschen mit Migrationshintergrund;[17, 19, 22]
2247;Die Baustellen;[36]
2248;Weiss nicht;[-99]
2249;Die vielen Baustellen Kriminalitätsrate;[36, 23]
2250;Drohende Staatsverschuldung - überzogenes Demonstrationsrecht - problematische Schulbildung - Personalmangel in den Spitälern;[13, 30, 25]
2251;Eymann + Keller. Polizei + Banden. geposerte Autos im Quartier!  Polizei fährt zu viert im Polizeiauto spazieren 4 Mann könnten anderswo etwas bewirken!;[23, 38]
2256;Der Verkehr;[5, 6, 7]
2257;Zuwanderung;[20, 23, 33, 45]
2258;Enge Kantons- und Landesgrenzen, kein Ausdehnungsraum;[45]
2259;Sauberkeit auf Strassen und Plätzen Verkehrssicherheit;[15, 17]
2260;nicht genug Wohnungen;[3]
2261;unsinnige politische Forderungen von links-grüner Seite;[98]
2263;Fantasien bezüglich Umweltschutz, Reiche sollen zahlen, als kleiner Kanton sollen wir die ganze Region retten mit Gesetzen, Verboten, Einschränkungen;[3, 18, 30]
2264;die vielen Baustellen;[36]
2265;Zu viele Bäume kommen weg. Viele Baustellen und Verkehrsbehinderungen, fehlende Integrationsklassen in Sekschulen, zu wenig Personal in Spitälern und Schulen;[3, 15, 22, 25, 30]
2266;Steuern, Preise, Alternativenergien fördern;[1, 2, 4]
2267;Jugendbanden;[37]
2268;Littering, Fussballanlässe mit Saufgelager und Gewalt;[15, 37]
2269;Umbauten offener Strassen;[36]
2270;Sicherheit beim Eindunkeln;[23]
2274;Millionen Debakel, zu viele Leute, man hört bald kein Baseldeutsch mehr;[2, 23]
2275;zu viele Staatsangestellte, 5 Regierungsräte wären genug;[30]
2276;Sicherheit, Sauberkeit, Fluglärm. Die Gesetze werden nicht bei Allem und Allen gleich durchgesetzt.;[17, 15, 23]
2277;politische;[30]
2279;Überbauung;[15, 24, 26, 30, 34, 37, 38, 41, 42, 44]
2282;Viele Baustellen, Strassenlärm bis spät in die Nacht, Strassenbettler;[17, 37, 48]
2284;Auto B. Breite!;[5, 7]
2285;Parkplatz-Problem für die Velos!!!;[5, 7]
2286;Gewaltverbrechen. Unsicher in der Nacht auf den Strassen. Zu viele Baustellen;[23, 37, 36]
2287;Kriminalität, Einbrüche, fühle mich nicht sicher;[23]
2288;sinnlose Verordnungen;[30]
2289;Baustellen, BVB;[36, 6]
2290;Erreichen der netto-0-Ziele;[13, 30]
2291;Veloparkplätze, Littering, Bettler;[5, 7, 15, 48]
2292;Wohnungsknappheit, Kriminalität, Überbevölkerung, Gesetze wegen Umwelt z.B. Heizungen;[3, 23, 18]
2294;die Demos und Qualle;[98]
2295;Verkehr Begrünung;[5, 21]
2297;Sicherheit in gewissen Quartieren. Baustellen und Velofahrer mit negativem Verhalten. Baustellen-Dauer. zu viele Demos und wenn Ausschreitungen zuwenig kontra der Polizei;[23, 36, 38, 97]
2298;Verkehr, Luftqualität, Lärm;[5, 16, 17]
2301;Arbeitslose / Obdachlose / Hohe Steuern und Krankenkassenbeiträge;[8, 24, 1, 4]
2302;Baustellen;[36]
2303;Wachstumswahn, Bauwut, Autoverkehr und Lichtverschmutzung beinträchtigen massiv die Lebensqualität;[2, 5, 15, 16]
2304;zu viele Autos;[5, 33]
2305;das Ladensterben im Zentrum, die vielen Bettler;[27, 48]
2306;Baustellen, Bevölkerungsstruktur in gewissen Quartieren;[33, 36]
2307;mangelnde Hallenbäder für den Winter, fehlende Grünabfuhr für Haushaltsabfall;[15, 21]
2308;Kriminalität, unbewilligte Demos;[23]
2309;Viele Baustellen;[36]
2312;Die äusserst links orientierte Politik.;[30]
2313;Sicherheit, Drogen, Diebstahl, Bettler;[23, 24, 38, 48]
2315;Kriminalität, Abfall von respektlosen Personen (Tram, öff. Plätzen);[23, 15]
2316;Baustellen / zu viel;[36]
2318;Pflegenotstand;[31]
2319;Baustellen;[36]
2320;Die Unsicherheit auf den Strassen abends + nachts;[17]
2321;Zuviele Velos auf dem Trottoir Rücksichtslosigkeit der Bevölkerung allgemein;[5, 19]
2322;Wohnungsnot;[3]
2323;öffentliche Sicherheit (Kriminalität);[23]
2324;Littering! Zu viele Baustellen zur gleichen Zeit in der Innenstadt.;[15, 36, 5]
2327;Baustellen, Überbevölkerung, zu hohe Mieten;[3, 36]
2328;Abfallproblem, wenig Polizeipräsenz an Strassen, undisziplinierte Velofahrer;[15, 23, 5]
2329;zu viele Autos, nicht zu teurer Wohnraum zum mieten;[5, 3]
2330;mehr Rechte und Sicherheit für Fussgänger und Velos, Tempo 230 in ganz Basel;[5, 6]
2331;Sicherheit, zu viele Menschen;[23, 33]
2332;Die politische Situation ist unbefriedigend.;[30]
2333;Ich finde den Ausländeranteil zu hoch.;[20]
2334;Die vielen Baustellen, was sehr lärmig ist.;[17, 36]
2336;Baustellen, Kriminalität, Geschäftesterben, Übervölkerung;[36, 23, 26, 33]
2337;Verkehr, Mangel an Wohnungen;[3, 5]
2339;Zuviel Geld bei zu wenig Nachhaltigkeit, Sauberkeit, zu wenig Eigenverantwortung + zu viel Erwartungen + Schuldzuweisungen;[15, 16, 18, 19, 24, 30]
2340;Die grün-kommunistische Regierung;[30]
2341;zu viele Ausländer, zu viel ÖV;[20, 6]
2345;Sicherheit + Schutz - Vandalismus;[23]
2346;Parkplätze für eine Auto;[7]
2347;Parkplätze, Velos etc., die alle Rechte haben;[5, 7]
2351;Die vielen Baustellen !!! Es reicht!;[36]
2352;Baustellen, Ladensterben, Velos!;[6, 27, 36]
2354;Überfremdung, Kriminalität;[20, 23]
2355;Qualität Volksschule (1. - 9. Schuljahr), Verwaltung überdottiert;[25, 30]
2356;Die ewigen Baustellen;[36]
2357;Auf Effekthascherei ausgerichtete Parteien am linken und rechten Spektrum mit Forderungen die der Allgemeinheit schaden;[30]
2358;Ausländer;[20]
2360;SEHR VIELE BAUSTELLEN;[36]
2361;Velo und andere Zweiradfahrer die auf dem Trottoir und in der Fussgängerzone fahren, Bettler! und Politik und Polizei;[5, 23, 30]
2362;Die vielen Baustellen;[36]
2363;zu sehr links, Demonstrationen;[10, 23]
2364;Auto Verkehr;[5, 6, 7]
2365;Das Management von Baustellen, welche oft in die Länge gezogen werden. Geringe Anzahl an Parkplätzen in der Innne-Stadt;[36, 7]
2366;Lärm, Verkehr wie künftig heizen;[5, 17, 36]
2367;Einseitige (linke) Politik;[30]
2368;Baustellen, Sauberkeit, Wohnraum, Mieten;[3, 15, 36, 37]
2369;Generelle Sicherheitslage, mangelnde Polizeipräsenz, Verlust der Innenstadtattraktivität (Baustellen, Geschäftssterben, Demos etc.);[23, 27, 42]
2370;Denkmalschutz;[14]
2371;Wohnungmarkt zu Hoch;[3]
2372;Verkehr wurde kompl. verfehlt gestaltet;[5]
2374;Bau-Stellen;[36]
2375;Kriminalität;[23]
2378;Das schwindende Angebot an Geschäften: Kleider, Schuhe, Haushalt. Schwindende Parkplatzangebot für Bewohner;[27, 28]
2379;Dreck, Schmierereien, organsierte Bettelei;[15, 48]
2380;Baustellen, komplexe Verwaltung;[36, 30]
2382;Abfall, Verkehr;[1, 5]
2383;Ausbare Solarenergie auf Dächern (öffentliche + private) Suchverkehr wegen zu wenigen Parkplätzen + Garagen;[6, 7]
2385;Hitze im Sommer, immer noch zu wenig Velostrassen + zuviele Autos + Lärm;[5, 16, 17]
2386;Soziale Errungen-Dchaften;[32]
2387;Sicherheit, Schul Chaos, zu wenig Kitas, zu wenig bezahlbarer Wohnraum;[23, 25, 28, 3]
2388;DIE BAUSTELLEN Warum immer so viele zusammen?;[36]
2390;Kriminalität, teure Krankenkassen, teure IWB-Kosten;[4, 23]
2392;Verkehr, Sitzgelegenheit f¨r ältere Personen, Baustellen;[5, 36]
2393;Verkehrssicherheit;[5]
2394;Baustellen / Littering;[15, 36]
2395;Lärmbelästigung, Gewalt, Verkehr;[5, 17, 38]
2397;Verkehr, Wohnungen;[3, 5]
2398;zu grün/rote Regierung + Einflüsse / zu viele zu viele zu lange andauernde Baustellen;[30, 36]
2399;die vielen Baustellen, der Lärm, viel Verkehr;[5, 17, 36]
2401;Zu viele Baustellen / immer weniger Parkplätze für den Familienbesuch aus dem Ausland;[37, 7]
2402;Verkehrstau in menge Orte in Basel;[5]
2403;Es gibt überall Baustellen;[36]
2404;Littering, Parkplätze, Lärm;[7, 15, 17]
2405;Baustellen;[36]
2406;Sicherheit, Rücksichtslosigkeit Velofahrer;[5]
2407;Zu hohe Steuern, zu grosser Administration, -Verwaltung 1 Regierungsrat für 20 Einwohner?;[30]
2408;Velofahrer / Aufhebung der Autoparkplätze / Einschränkung des Autoverkehrs durch Bevorzugung der Velofahrer;[5, 7, 8]
2409;zu hohe Steuern;[1]
2410;Die Ausländer zu viele;[20]
2412;Kriminalität!;[23]
2413;Verkehr;[5, 6, 7]
2415;Parkplatzmöglichkeiten, Strassenbau, verstopfte Durchgangsstrassen;[7, 36]
2416;Parkplätze;[7]
2417;Der Verkehr, die hohen Mieten, das Ausländerproblem.;[5, 3, 20]
2418;Bettler, sehr viel Ausländer;[45, 48]
2419;Steuern zu hoch;[1]
2422;Bauarbeiten;[36]
2424;Schlechte Durchmischung der Bevölkerung, Verkehr: Stau, Parkplätze, unsinnige Baustellen;[2, 5, 7, 36]
2425;Unsicherheit im öffentlichen Raum;[23, 33, 38, 97]
2426;Erziehung der Jugend in Richtung gelebte Demokratie;[10, 23]
2427;Parkplatzprobleme;[7]
2428;hohe Steuerbelastung, zu viele Strassenumbauten,  Luxus;[1, 5]
2429;Sicherheit bei Nacht, Baustellen;[23, 36]
2430;Baustellen, Fluglärm, Martinshorn (Polizei/Ambulanz);[17, 36, 23]
2433;Wohnungen für den Mittelstand;[3]
2436;Müll auf Strassen und Plätzen. Hohe Steuern u. K.K.prämien Zuwenig Polizeipräsenz in der Öffentlichkeit;[1, 15, 23]
2437;Zuviele Baustellen;[36]
2438;Baustellen  Doppelhaltestellen;[36]
2439;Kriminalität + Verkehr;[5, 23]
2441;Betteln + Kriminalität;[23, 48]
2442;NEID;[98]
2443;LEITUNGSBAU;[36]
2444;Baustellen, Sicherheit in gewissen Quartieren;[36, 23]
2445;Anpöbeln, Littering, Unachtsamkeit Gesellschaft;[15, 19]
2446;Arbeitsplätze, Sicherheit, Verkehr;[8, 23, 5]
2447;Littering-Probleme/Lärm im öffentlichen Raum/Gewalt;[15, 17, 37]
2449;Luftqualität im Winter;[16]
2451;die Luft qualität zuviel Elekrosmog zu wenig bäume;[16, 18, 21]
2452;Bevölkerungsdichte, hoher Ausländeranteil - Schulen, Verkehrsverrohuung, Luftqualität;[2, 5, 16]
2453;Wohnungsnot (zu teuer), Luftqualität , Verkehr, Lebenskosten;[2, 3, 5, 15]
2454;Mangel bei Pflegepersonal, öffentliche Dienste;[30, 31]
2455;Baustellen, Demos, Elektro Velo's;[5, 36]
2457;Arbeiten auf Strassen u. Häuser, Hochhäuser machen mich depressiv.;[15]
2458;Zu viele Baustellen. Das viele Fällen der Bäume. Zuviel Beton.;[15, 36, 45]
2459;Weiss nicht;[-99]
2460;Lädelisterben und Handwerkläden fehlen. Langweilige Warenhausketten. Kap-Haltestellen für Velofahrer;[26, 28, 5]
2461;Baustellen;[36]
2462;Autoparkieren, öff. Baustellen;[7, 36]
2463;Termingerechte Realisierung des ambitiösen Klima-/Energiesparziele;[4, 18]
2464;die Häufigkeit der Demonstrationen;[10, 37]
2465;kenne ich nicht;[-99]
2466;Lärm und Sicherheit am Wohnort und in ganzer Stadt;[17, 23]
2467;zu viele Ausländer;[20, 45]
2468;Kriminalität, Unterkunft von Obdachlosen;[23, 29]
2469;Verkehrsprobleme durch Unachtsamkeit z.B. Velos auf Trottoir, elektrische Trottis;[5, 7]
2471;grün-rote Politik, Eingriffe in die Eigentumsverhältnisse, Überregulierung, Bürokratie;[30]
2472;Sicherheit in allen Quartieren, endlose Baustellen;[23, 36]
2473;Baustellen-Projekte, Autoverkehr;[5, 36]
2474;Für diese Frage habe ich momentan keine Meinung.;[-99]
2475;Baustellen, Sicherheit, Littering;[16, 24, 37, 45]
2476;Zu wenig Parkplätze, im speziellen für ältere Personen die nicht Velo fahren.;[7]
2478;Verkehr (Tram viel zu langsam);[5]
2479;Baustellenanzahl, Kriminalität, Littering, rot, grüne Regierung;[36, 23, 15, 30]
2481;Zuviel Bürokratie, Verordnungen + Vorschriften, zu wenig gesunden Menschenverstand - wo bleiben die pragmatischen Lösungen, zu viele Fachstellen, Probleme im Schulwesen + Gesundheitsbereich.;[30, 32, 25]
2482;Schizophrener Umwelt Terror Verhältnisblödsinn am Laufmeter Elektroverblödung Indirekte Energieerzeugung, Gasnetz aufheben, dafür dann zuerst durch Gas-Oel Kraftwerke ersetzen und Verbrenner durch Stromfresser ersetzen;[4, 18]
2483;zum Teil respektloses Verhalten und auf den Boden spucken! Aggressives Verhalten!;[17, 23]
2485;Parkplatz;[7]
2487;Die Gewalt, die laut presse stattfindet. Kriminalität, die zunimmt;[23, 37]
2488;Umweltbedrohung, humanitäre Hilfe bei Kriegen, Auseinandersetzungen, wie beim Krieg in Syrien, Ukraine und vielen anderen.;[18, 98]
2490;Verwaltungskosten, Sicherheit Verkehrskonzept (Velostadt?), Gratisgesellschaft weitere Kommentare siehe angefügtes Dokument (AUuLAz (3399);[3, 7, 30]
2491;so viele Baustellen, Demonstrationen, Parkplatznot, Überfälle, Bettler;[7, 36, 37, 47, 48]
2492;Weiss nicht, wohne erst 1 Jahr hier;[99]
2493;Ich fühle mich besonders in der Nacht an gewissen Orten unsicher;[23]
2497;Überfälle usw. Nachts unsicher;[23, 38]
2498;Linke Mehrheit im Parlament (Grosser Rat);[30]
2499;Sicherheit Abends/Nachts / z.T Sauberkeit in gewissen Stadtteilen/ Luftqualität im Gundeli /Kleinbasel;[15, 16, 17]
2500;dito (Zu wenig Eidgenossen-schweizer);[45]
2501;Bekannt machen, dass alle mich kennen.;[19]
2502;Natur und Umwelt, Sicherheit für Frauen, sichere Velowege, zu teuere Wohnungen, zu hoher Steuersatz für Rentner*innen;[3, 15, 5, 2, 1]
2503;Überfremdung / endlose Baustellen;[20, 36]
2505;Parkmöglichkeiten!;[7]
2507;Strassenbaustellen unendlich;[36]
2508;Kriminalität sprich nächtliche Überfälle, verunsichert und verängstigt einem!;[23]
2509;Verkehr, Lärm am Rheinufer im Sommer, E-Trottinetts;[5, 17]
2511;viel gebaut, Strassen;[36, 5]
2512;gewisse Jugendliche;[8, 9, 27, 37]
2514;für mich ist ok;[-99]
2515;Verkehr, Kriminalität;[5, 23]
2516;Die 25% die keine Steuern zahlen. Überbevölkerung, Abfall der einfach gratis entsorgt wird, die Schmierereien an den Häusern.;[1, 2, 15]
2517;die Velofahrer auch E-Bikes und Trottinets ganz besonders;[5]
2518;Die Bettler und zunehmende Aggressionen;[48, 37]
2519;Parkplätze;[7]
2522;Das Problem sind derzeit ist hohe Preise.;[2: Lebenshaltungskosten]
2523;Für Menschen mit Behinderung oder alt ist es schwierig. Alte + Behinderte sind eine hast du das wird gezeigt. Wir spüren es deutlich. Es geht nur dann sie dürfen nichts kosten.;[29]
2524;Mangelnde Sauberkeit, Verbrechen, Bettler;[15, 23, 48]
2525;Primarschulhäuser! Verkehr;[5, 27]
2526;Da ich wenig in der Stadt bin kenne ich sie zu wenig. Möglicherweise das Littering und in gewissen Quartieren Gewaltpotenzial.;[17, 23]
2527;Motfz., Verkehr, Wohnungsangebot;[3, 5, 6]
2528;Tausend leere Baustellen!!!;[36]
2529;Die bauliche Tätigkeit im öffentlichen Raum;[36]
2530;Verkehr;[5, 6, 7]
2531;Sauberkeit (Strassen, ÖV, Parks);[15]
2532;Baustellen und ewige Änderungen der ÖV Strecken;[6, 36]
